Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs
Nebraska,3.3,3.9,189640,114363.0,2014-04-02,115.0,29.0,1689.0,224.0
The Immigrant,3.7,3.1,194666,322576.0,2013-11-27,113.0,29.0,5292.0,376.0
The World's End,3.2,3.4,191174,21737000.0,2013-08-28,109.0,16.0,11837.0,509.0
The Croods,3.8,3.9,146916,185126000.0,2013-04-10,98.0,18.0,9994.0,712.0
Percy Jackson: Sea of Monsters,2.0,2.8,191035,62035000.0,2013-08-14,106.0,11.0,6824.0,675.0
Carrie,1.5,2.6,194194,31973000.0,2013-12-04,100.0,15.0,4043.0,548.0
Thor: The Dark World,2.8,3.4,193108,200766000.0,2013-10-30,112.0,18.0,33002.0,1299.0
The Wolverine,2.5,3.2,146326,127809000.0,2013-07-24,126.0,19.0,26062.0,1475.0
Jack the Giant Slayer,2.5,3.2,142233,64789196.0,2013-03-27,110.0,19.0,5093.0,575.0
The Lone Ranger,3.5,3.3,135256,86731000.0,2013-08-07,149.0,27.0,18168.0,1265.0
Only God Forgives,3.4,2.4,172433,450725.0,2013-05-22,90.0,18.0,9243.0,1602.0
Star Trek Into Darkness,3.7,4.0,145475,226209000.0,2013-06-12,130.0,26.0,21221.0,1520.0
A Good Day to Die Hard,1.7,2.1,181111,66252000.0,2013-02-20,96.0,19.0,11003.0,1578.0
Odd Thomas,,3.3,187602,,2014-11-12,96.0,,485.0,46.0
Warm Bodies,3.3,3.6,190969,65574000.0,2013-03-20,97.0,18.0,6903.0,836.0
The Internship,2.1,2.8,206149,42749000.0,2013-06-26,120.0,22.0,4200.0,446.0
Inside Llewyn Davis,4.5,3.7,195051,541937.0,2013-11-06,105.0,26.0,5597.0,606.0
Epic,3.5,3.8,196741,104872293.0,2013-05-22,102.0,12.0,4313.0,451.0
The Fifth Estate,2.2,2.8,210472,1714000.0,2013-12-04,129.0,16.0,1052.0,110.0
Riddick,2.6,2.8,178185,37180000.0,2013-09-18,119.0,5.0,5563.0,664.0
The Bling Ring,3.1,2.5,204184,4363000.0,2013-06-12,90.0,28.0,6193.0,689.0
Snitch,2.4,3.4,130326,41821000.0,2013-05-08,112.0,10.0,2195.0,242.0
Movie 43,2.0,2.0,189172,7700123.0,2013-06-19,90.0,7.0,2129.0,328.0
Locke,3.2,3.0,218456,8519.0,2014-07-23,90.0,12.0,1671.0,186.0
Promised Land,3.3,3.6,193544,6879610.0,2013-04-17,106.0,25.0,2812.0,365.0
Planes,2.1,2.7,183447,86543000.0,2013-10-09,92.0,14.0,2445.0,264.0
Wrong Cops,3.1,3.4,206675,57757.0,2014-03-19,82.0,21.0,1876.0,207.0
Blue Jasmine,4.2,3.7,206191,25449000.0,2013-09-25,98.0,31.0,8212.0,857.0
Man Of Tai Chi,2.6,2.7,196754,4787.0,2014-04-30,105.0,11.0,1159.0,122.0
The Last Stand,2.6,3.2,175593,10634000.0,2013-01-23,107.0,20.0,4246.0,660.0
Sharknado,,1.5,222634,,2014-02-18,86.0,,830.0,152.0
The Mortal Instruments: City of Bones,1.8,3.1,174726,22654000.0,2013-10-16,130.0,11.0,4672.0,463.0
Hansel and Gretel: Witch Hunters,1.7,3.1,175244,52945086.0,2013-03-06,88.0,21.0,8316.0,1033.0
Beautiful Creatures,2.9,2.6,176164,18529000.0,2013-02-27,124.0,17.0,5735.0,881.0
2 Guns,2.1,3.3,189472,69334000.0,2013-09-25,109.0,9.0,4560.0,344.0
Runner Runner,1.9,2.5,206201,17536000.0,2013-09-25,92.0,9.0,3047.0,276.0
Insidious Chapter 2,2.3,3.5,203056,82838000.0,2013-10-02,106.0,14.0,4929.0,481.0
Horns,3.0,3.1,173989,194976.0,2014-10-01,120.0,22.0,4645.0,483.0
Behind the Candelabra,4.0,3.7,139160,248868.0,2013-09-18,119.0,28.0,2927.0,402.0
The Iceman,3.2,3.5,187601,1379000.0,2013-06-05,105.0,19.0,2036.0,240.0
Contracted,,2.4,224073,,2018-12-05,84.0,,399.0,68.0
42,,4.1,135624,93734000.0,2013-07-02,128.0,,819.0,62.0
Despicable Me 2,3.7,4.0,190299,364776000.0,2013-06-26,98.0,17.0,25050.0,1138.0
Scary Movie 5,,1.7,112361,31206376.0,2016-06-23,89.0,,1337.0,139.0
Philomena,3.8,4.1,213656,11083457.0,2013-11-06,98.0,28.0,3923.0,497.0
After The Dark,,2.7,218568,,2022-06-29,107.0,,710.0,106.0
Short Term 12,4.0,4.1,221967,91214.0,2014-04-23,101.0,19.0,2559.0,254.0
August: Osage County,2.9,3.5,186179,26527000.0,2014-02-26,121.0,18.0,3027.0,413.0
Before Midnight,3.4,3.7,208883,7070505.0,2013-06-26,108.0,24.0,1170.0,103.0
The Zero Theorem,2.4,2.6,211500,77046.0,2014-06-25,107.0,27.0,1503.0,207.0
Blood Ties,2.5,3.1,199113,238823.0,2013-10-30,128.0,21.0,2473.0,356.0
Dark Skies,2.6,3.2,206920,16647116.0,2013-06-26,97.0,19.0,2618.0,433.0
Jobs,1.8,2.8,198187,12144000.0,2013-08-21,133.0,12.0,3206.0,397.0
Joe,3.5,3.5,212468,163772.0,2014-04-30,117.0,23.0,2837.0,393.0
Kick-Ass 2,2.0,3.5,178979,26422000.0,2013-08-21,103.0,9.0,21475.0,1271.0
Company of Heroes,,1.8,217906,,2013-03-11,96.0,,201.0,52.0
The Trials of Cate McCall,,3.1,228481,,2018-10-01,93.0,,107.0,8.0
Anchorman 2: The Legend Continues,,3.4,205681,118518000.0,2014-06-04,113.0,,1075.0,77.0
The Hunters,,2.3,224583,,2014-05-21,85.0,,326.0,38.0
Empire State,,2.0,201413,,2014-04-15,98.0,,486.0,37.0
The Canyons,2.4,1.8,208744,16574.0,2014-03-19,99.0,23.0,516.0,86.0
The Smurfs 2,2.0,2.7,196701,66100000.0,2013-07-31,105.0,4.0,2437.0,256.0
Evidence,,2.3,196862,,2014-04-11,98.0,,239.0,50.0
Grown Ups 2,1.0,2.4,200730,128995000.0,2013-09-11,101.0,6.0,1494.0,129.0
The East,3.0,3.4,197885,1640000.0,2013-07-10,117.0,14.0,966.0,124.0
Red 2,2.7,3.3,189613,50995000.0,2013-08-28,117.0,14.0,5252.0,489.0
"I, Frankenstein",1.9,1.8,145721,14490000.0,2014-01-29,93.0,9.0,2432.0,315.0
Grudge Match,2.1,3.3,186903,24920000.0,2014-01-22,113.0,10.0,2249.0,296.0
In Secret,,2.8,199496,,2016-01-01,107.0,,221.0,22.0
The Spectacular Now,3.2,3.7,142714,1935000.0,2014-01-08,95.0,20.0,1938.0,160.0
Fruitvale Station,2.8,3.9,206453,13453935.0,2014-01-01,85.0,19.0,1407.0,158.0
Enemies Closer,,2.1,210041,,2013-12-04,85.0,,166.0,37.0
The Colony,,2.1,203596,,2014-08-06,99.0,,846.0,139.0
Machete Kills,2.9,2.8,196177,3797000.0,2013-10-02,107.0,18.0,3232.0,401.0
Parkland,3.1,3.0,211703,37925.0,2013-10-02,93.0,17.0,723.0,125.0
Cloudy With a Chance of Meatballs 2,2.9,3.2,195899,109976000.0,2014-02-05,95.0,11.0,1807.0,178.0
Kill Your Darlings,,3.4,144804,,2015-09-28,103.0,,482.0,23.0
Penthouse North,,2.5,199491,,2013-06-26,90.0,,106.0,16.0
The Frozen Ground,,3.2,196267,,2013-09-27,109.0,,927.0,125.0
Last Vegas,2.4,3.2,181122,58722000.0,2013-11-27,105.0,8.0,2689.0,243.0
Night Moves,3.7,2.7,197088,55726.0,2014-04-23,112.0,19.0,940.0,119.0
The Heat,2.3,2.9,207813,155472000.0,2013-08-21,117.0,19.0,2511.0,299.0
Felony,,2.4,207695,,2017-10-31,93.0,,77.0,12.0
It Felt like love,2.9,2.9,221163,2816.0,2013-07-17,83.0,14.0,63.0,12.0
Europa Report,,2.7,197237,,2014-01-24,90.0,,647.0,127.0
Paranoïa,,2.7,206166,6287000.0,2017-01-08,106.0,,447.0,52.0
Blue Ruin,4.0,3.5,220934,66399.0,2014-07-09,94.0,28.0,1944.0,238.0
Teen Beach Movie,,3.3,223007,,2019-02-01,110.0,,271.0,18.0
Coldwater,2.9,3.9,56902,53547.0,2014-07-09,108.0,20.0,1505.0,141.0
Third Person,2.0,2.6,187941,68132.0,2014-11-19,137.0,11.0,795.0,94.0
A Haunted House,,2.5,213654,37756019.0,2013-10-18,86.0,,643.0,101.0
Scenic Route,,3.1,219016,,2014-09-16,89.0,,283.0,51.0
Charlie Countryman,2.6,3.4,181402,6892.0,2014-05-14,108.0,14.0,1040.0,129.0
Delivery Man,,2.7,210939,28091575.0,2022-06-26,105.0,,259.0,25.0
Palo Alto,3.4,3.2,223474,35468.0,2014-06-11,100.0,22.0,1361.0,110.0
The Incredible Burt Wonderstone,,2.9,138724,21807501.0,2013-06-19,100.0,,634.0,72.0
Devil's Knot,,3.0,203064,,2014-10-07,114.0,,380.0,49.0
Curse of Chucky,,2.3,209336,,2013-11-01,97.0,,1252.0,211.0
One Chance,,3.7,212649,,2015-07-03,104.0,,328.0,34.0
All Is By My Side,,2.5,207485,,2015-05-26,118.0,,173.0,18.0
SAGA - Curse of the Shadow,,2.2,220375,,2013-08-20,105.0,,116.0,38.0
Open Grave,,2.6,131386,,2015-03-03,106.0,,413.0,69.0
The Last Exorcism: Part II,2.0,1.5,201831,14381174.0,2013-03-13,89.0,6.0,886.0,165.0
The To Do List,,2.0,191425,3085000.0,2014-06-18,104.0,,256.0,13.0
Texas Chainsaw 3D,1.9,1.9,193639,33522000.0,2013-07-31,92.0,11.0,1457.0,299.0
The Big Wedding,1.4,2.3,196512,20308188.0,2013-05-22,90.0,11.0,1040.0,140.0
Stand Up Guys,,3.2,203036,1486390.0,2013-09-04,99.0,,544.0,77.0
Killing Season,,2.3,185510,,2014-02-10,91.0,,621.0,85.0
The Best Man Holiday,,3.6,221549,67239000.0,2014-06-03,123.0,,134.0,5.0
She's Funny That Way,3.4,3.4,218583,156009.0,2015-04-22,93.0,16.0,1376.0,125.0
Battle of the Year: The Dream Team,1.7,2.8,198951,5000000.0,2013-11-13,110.0,7.0,565.0,60.0
Hours,,3.1,198182,,2014-09-03,97.0,,624.0,69.0
The Saint,,2.0,258144,,2017-07-11,91.0,,142.0,17.0
Getaway,,2.1,207526,,2015-01-06,90.0,,524.0,70.0
Free Birds,,2.8,214797,48594000.0,2015-01-01,92.0,,156.0,14.0
Savannah,,3.2,201623,,2015-07-25,101.0,,45.0,6.0
"The Way, Way Back",3.1,3.6,138313,16311621.0,2013-11-27,103.0,8.0,743.0,89.0
500 MPH Storm,,1.3,218234,,2013-07-02,86.0,,60.0,19.0
There Be Dragons,1.7,2.4,171829,705537.0,2017-01-25,106.0,3.0,82.0,19.0
"Batman: The Dark Knight Returns, Part 2",,4.3,214031,,2013-05-02,76.0,,868.0,50.0
Pawn,,2.6,200852,,2014-03-12,88.0,,311.0,45.0
Metallica Through the Never,2.8,3.9,204516,27288.0,2013-10-09,92.0,12.0,602.0,114.0
Ain't Them Bodies Saints,3.2,3.0,206994,26830.0,2013-09-18,101.0,21.0,840.0,117.0
Ninja: Shadow of a Tear,,2.9,217154,,2014-02-19,,,167.0,29.0
Very Good Girls,,3.4,193834,,2013-09-03,94.0,,155.0,8.0
Justice League: The Flashpoint Paradox,,4.1,220848,,2013-11-27,75.0,,438.0,36.0
Torment,,1.8,221552,,2019-09-11,92.0,,147.0,26.0
Just Like A Woman,,3.5,190301,,2013-06-03,96.0,,205.0,21.0
"Rio, eu te amo",,2.7,146710,,2016-08-03,110.0,,19.0,7.0
The Haunting in Connecticut 2: Ghosts of Georgia,,2.5,196797,,2013-06-12,101.0,,271.0,49.0
Upstream Color,3.5,2.7,216486,3633.0,2017-08-23,96.0,17.0,171.0,21.0
Welcome to the Jungle,,1.7,201702,,2017-07-26,90.0,,368.0,62.0
Raze,,2.0,200076,,2014-08-27,87.0,,176.0,42.0
Behaving Badly,,2.1,211033,,2017-10-31,97.0,,148.0,13.0
We Are What We Are,,2.7,207102,,2014-09-03,105.0,,412.0,66.0
21 & Over,,2.6,194474,24952089.0,2014-07-02,93.0,,419.0,49.0
Vikingdom,,1.4,223788,,2014-01-02,114.0,,112.0,31.0
Fading Gigolo,2.8,2.9,204226,232651.0,2014-04-09,91.0,19.0,1306.0,189.0
Magic Magic,2.9,2.6,193631,16909.0,2013-08-28,102.0,18.0,586.0,110.0
Cheap Thrills,,3.6,221656,,2014-04-23,91.0,,261.0,50.0
Nurse 3D,,1.9,196016,,2014-06-18,87.0,,174.0,24.0
Cold Comes the Night,,2.8,222998,,2015-01-01,90.0,,244.0,30.0
Are You Here,,2.0,175182,,2017-09-04,114.0,,179.0,13.0
Riddle,,1.6,204378,,2019-09-11,99.0,,98.0,19.0
Enough Said,3.2,3.3,223008,14799000.0,2014-03-26,93.0,21.0,477.0,69.0
Prisoners Of The Sun,,1.7,225782,,2021-08-08,88.0,,86.0,16.0
Paranormal Activity: The Marked Ones,2.0,2.0,213837,28471000.0,2014-01-01,84.0,5.0,1886.0,305.0
Sweetwater,3.0,3.2,216514,52064.0,2013-10-09,99.0,17.0,1130.0,175.0
Life of Crime,,2.5,179186,,2016-04-16,100.0,,127.0,12.0
Phil Spector,,3.0,186384,,2018-07-10,92.0,,103.0,19.0
Fright Night 2,,1.6,215103,,2016-09-26,100.0,,115.0,16.0
Down the Road,,1.1,218596,,2013-03-05,76.0,,95.0,25.0
Bad Milo!,,2.3,222997,,2014-03-05,85.0,,144.0,27.0
Atlantic Rim,,1.0,234845,,2015-03-03,81.0,,55.0,14.0
Force of Execution,,1.8,224955,,2014-04-11,97.0,,56.0,10.0
The Art of the Steal,,3.1,222935,,2014-10-15,90.0,,329.0,32.0
Arthur Newman,2.3,2.6,198701,12071.0,2014-05-07,101.0,10.0,394.0,53.0
Song for Marion,2.7,3.9,197124,59960.0,2013-05-15,93.0,17.0,747.0,108.0
Sanitarium,,1.5,218855,,2014-05-06,108.0,,105.0,31.0
The Harvest,,3.2,216730,,2023-12-15,104.0,,54.0,13.0
Closed Circuit,2.4,2.8,206103,3055000.0,2014-03-26,96.0,13.0,461.0,55.0
The Demented,,1.5,215344,,2014-05-07,92.0,,93.0,25.0
The Face of Love,2.7,2.9,190309,16043.0,2014-07-16,92.0,15.0,239.0,45.0
Black Nativity,,2.2,209793,5000000.0,2014-08-27,93.0,,42.0,6.0
Jackass Presents: Bad Grandpa,2.3,2.8,186887,95451000.0,2013-12-11,92.0,8.0,1019.0,142.0
Night of the Templar,,1.3,213501,,2012-10-02,106.0,,50.0,17.0
Prince Avalanche,3.5,3.1,216513,15505.0,2013-10-30,94.0,17.0,404.0,51.0
Blood Shot,,2.1,232524,,2015-01-06,100.0,,18.0,6.0
The Disappearance Of Eleanor Rigby: Him,,3.3,203058,,2014-11-01,89.0,,111.0,8.0
Mischief Night,,1.9,225021,,2014-11-04,86.0,,88.0,15.0
Test,2.6,3.6,223448,4237.0,2015-04-01,79.0,5.0,115.0,16.0
Nothing Left To Fear,,1.5,206416,,2015-03-11,100.0,,135.0,29.0
Sons of Liberty,,1.4,231634,,2016-07-05,94.0,,25.0,5.0
Frankenstein's Army,,1.7,215725,,2013-12-04,84.0,,113.0,25.0
Better Living Through Chemistry,,2.6,185699,,2014-05-06,92.0,,160.0,17.0
Robosapien: Rebooted,,2.1,130375,,2013-10-01,89.0,,66.0,6.0
Gimme Shelter,1.2,2.9,193548,63.0,2014-10-29,101.0,6.0,161.0,37.0
Spiders,,1.6,211451,,2013-04-10,89.0,,100.0,31.0
Escape from Planet Earth,,3.1,176841,56318000.0,2014-05-07,89.0,,202.0,19.0
Battledogs,,1.8,221011,,2014-04-08,88.0,,56.0,9.0
Afternoon Delight,,2.4,216294,,2015-02-26,97.0,,139.0,13.0
Ghost Shark,,1.4,222769,,2014-11-18,87.0,,91.0,15.0
The Package,,2.0,215587,,2013-07-01,99.0,,89.0,17.0
G.B.F.,,2.5,225054,,2016-05-01,93.0,,138.0,11.0
As I Lay Dying,2.7,2.7,189856,7766.0,2013-10-09,110.0,19.0,165.0,21.0
Barbie in the Pink Shoes,,2.7,217259,,2013-03-26,75.0,,74.0,5.0
Drinking Buddies,,2.3,219607,,2017-01-10,90.0,,335.0,35.0
Hatchet III,,2.3,219899,,2014-10-21,80.0,,154.0,39.0
A Glimpse Inside The Mind of Charles Swan III,2.3,2.1,197295,20566.0,2013-07-24,86.0,19.0,213.0,51.0
I Used To Be Darker,3.4,2.5,204157,2705.0,2013-12-25,90.0,15.0,75.0,16.0
Dead Drop,,1.8,217978,,2014-04-01,90.0,,36.0,8.0
Bounty Killer,,2.6,44436,,2014-04-15,93.0,,188.0,38.0
Officer Down,,2.5,216572,,2016-09-14,97.0,,33.0,5.0
A Single Shot,,2.6,174945,,2019-02-01,116.0,,175.0,29.0
All Cheerleaders Die,,2.0,223741,,2015-08-19,93.0,,297.0,31.0
Clear History,,3.0,220315,,2018-07-12,100.0,,102.0,14.0
12 Rounds: Reloaded,,2.4,220489,,2014-11-05,94.0,,165.0,24.0
The Disappearance Of Eleanor Rigby: Them,,3.3,229011,,2014-11-01,122.0,,172.0,14.0
Family Weekend,,2.9,219125,,2019-04-01,105.0,,94.0,11.0
Zombie Hunter,,1.4,223075,,2014-03-05,93.0,,173.0,37.0
Admission,,2.4,189444,16795247.0,2014-10-07,107.0,,204.0,17.0
Swim Little Fish Swim,3.5,3.0,210255,23635.0,2014-06-04,100.0,17.0,444.0,72.0
The Mule,,2.0,217563,,2015-07-24,96.0,,66.0,17.0
Baggage Claim,2.0,2.7,133723,18272000.0,2014-01-08,97.0,1.0,238.0,19.0
Drones,,2.1,224873,,2015-04-29,82.0,,48.0,11.0
Event 15,,1.9,227059,,2014-03-05,84.0,,66.0,16.0
The Employer,,1.6,221558,,2014-06-03,85.0,,62.0,13.0
Battle of the Damned,,1.9,215593,,2014-12-09,88.0,,71.0,13.0
A.C.O.D.,,2.2,196863,,2019-06-16,88.0,,137.0,15.0
Dead in Tombstone,,1.9,204856,,2013-10-01,100.0,,199.0,33.0
Deadly Descent,,1.3,220902,,2014-09-09,85.0,,43.0,9.0
Sparks,,1.8,217982,,2014-08-06,94.0,,79.0,20.0
The ABCs of Death 2,,2.3,221539,,2015-03-25,125.0,,82.0,8.0
Cheatin',3.8,3.4,226095,4729.0,2014-04-23,76.0,15.0,114.0,19.0
May In The Summer,3.2,3.1,209780,20475.0,2014-05-07,104.0,13.0,120.0,23.0
In A World...,,2.4,216322,,2014-01-22,93.0,,111.0,12.0
Rush,,2.1,224419,,2014-02-03,97.0,,76.0,14.0
Interior. Leather Bar.,2.1,2.0,209952,2113.0,2013-10-30,60.0,10.0,81.0,12.0
Bad Words,,3.0,210042,,2014-10-07,89.0,,242.0,30.0
At Middleton,,2.9,216462,,2014-07-02,96.0,,91.0,14.0
Vamp U,,1.6,219057,,2014-02-04,100.0,,108.0,18.0
The Exterminators,,1.3,226448,,2014-07-23,84.0,,48.0,11.0
The Pretty One,,2.8,205771,,2023-10-09,95.0,,150.0,11.0
LEGO Batman: The Movie - DC Super Heroes Unite,,3.0,214468,,2013-07-03,77.0,,212.0,16.0
McCanick,,2.0,210623,,2014-03-18,96.0,,66.0,23.0
The Marine: Homefront,,2.0,219558,,2014-11-05,90.0,,107.0,11.0
Hansel & Gretel: Warriors of Witchcraft,,3.0,216855,,2013-07-01,83.0,,52.0,6.0
Age of Dinosaurs,,1.3,221596,,2013-11-12,88.0,,74.0,15.0
Raptor Ranch,,1.5,227880,,2015-01-20,88.0,,34.0,6.0
Muhammad Ali's Greatest Fight,,3.3,203047,,2014-10-07,97.0,,35.0,7.0
100 Degrees Below Zero,,1.2,221267,,2015-04-21,89.0,,110.0,51.0
Free Ride,,2.5,210409,,2016-07-04,86.0,,73.0,8.0
Jurassic Attack,,1.3,216183,,2013-05-02,90.0,,66.0,17.0
Summoned,,1.6,221080,,2021-06-01,94.0,,32.0,7.0
Almost Human,,1.7,223024,,2014-10-14,79.0,,61.0,17.0
Computer Chess,3.2,2.4,218221,1810.0,2014-04-09,92.0,15.0,65.0,6.0
Blood of Redemption,,1.8,221367,,2015-09-08,85.0,,42.0,10.0
Dragonfyre,,1.5,213849,,2014-01-02,97.0,,84.0,28.0
Make Your Move,,2.6,197500,,2015-03-26,106.0,,62.0,5.0
Scooby-Doo! Frankencreepy,,3.4,231630,,2014-10-15,70.0,,32.0,5.0
Jet Stream,,1.6,224000,,2014-05-06,86.0,,20.0,5.0
Iron Man & Hulk: Heroes United,,2.3,213757,,2020-03-24,71.0,,22.0,7.0
Superman: Unbound,,3.2,218233,,2023-03-31,75.0,,79.0,9.0
Hunting Elephants,2.9,2.9,222075,4862.0,2014-10-29,108.0,13.0,26.0,7.0
I Spit on Your Grave 2,,3.0,218451,,,106.0,,500.0,80.0
Coherence,,3.7,224546,,,88.0,,722.0,66.0
All Hallows' Eve,,3.0,230104,,,79.0,,55.0,6.0
Mary and Martha,,3.8,219967,,,93.0,,71.0,8.0
Big Ass Spider,,2.3,218466,,,81.0,,87.0,14.0
The Kings of Summer,,3.7,216550,294481.0,,95.0,,308.0,21.0
The Sacrament,,3.4,215057,,,99.0,,93.0,10.0
Pawn Shop Chronicles,,2.7,192338,,,112.0,,233.0,40.0
When Calls the Heart,,3.2,182519,,,90.0,,70.0,5.0
V/H/S/2,,2.8,216165,,,94.0,,257.0,42.0
Mr. Morgan's Last Love,,3.5,190520,,,116.0,,77.0,11.0
Night Train to Lisbon,,3.6,198640,,,110.0,,119.0,21.0
The Dyatlov Pass Incident,,2.0,218505,,,104.0,,49.0,8.0
Killing Kennedy,,2.4,223997,,,92.0,,51.0,10.0
Crush,,2.1,216924,,,95.0,,62.0,8.0
Beneath,,1.6,221332,,,90.0,,30.0,6.0
Skinwalker Ranch,,1.5,224486,,,86.0,,37.0,7.0
A Case Of You,,2.1,203664,,2015-01-02,89.0,,188.0,12.0
AE: Apocalypse Earth,,1.6,220628,,2015-05-05,87.0,,41.0,8.0
The Truth About Emanuel,,3.4,190352,,,95.0,,172.0,14.0
Remember Sunday,,3.7,227419,,,96.0,,196.0,23.0
Willow Creek,,2.4,222424,,,80.0,,41.0,7.0
Plush,,2.0,203110,,,99.0,,105.0,11.0
The Forbidden Dimensions,,0.9,230001,,2015-05-27,84.0,,74.0,20.0
The English Teacher,,2.6,197504,,,91.0,,115.0,11.0
House Of Good And Evil,,1.3,141160,,,108.0,,73.0,20.0
Child of God,,2.7,197513,,,104.0,,24.0,5.0
Wer,,2.6,203320,,,93.0,,57.0,14.0
Taken: The Search for Sophie Parker,,2.3,228149,,,90.0,,30.0,7.0
Afflicted,,2.8,224493,,,85.0,,91.0,16.0
Honour,,3.5,199448,,,104.0,,13.0,5.0
Escape from Tomorrow,,1.9,218031,,,90.0,,65.0,11.0
Eat,,2.6,234726,,,91.0,,27.0,9.0
Lovestruck: The Musical,,3.2,227689,,,83.0,,61.0,6.0
The Inevitable Defeat of Mister and Pete,,3.9,216512,,,108.0,,43.0,11.0
Assassins Run,,2.0,217568,,2015-05-19,90.0,,37.0,7.0
Hateship Loveship,,2.6,214508,,,106.0,,37.0,5.0
Blue Caprice,,2.8,196891,,,94.0,,32.0,8.0
Knights Of Badassdom,,3.0,182828,,,89.0,,100.0,14.0
+1,,2.6,223482,,,100.0,,30.0,8.0
I'm in Love with a Church Girl,,3.0,212179,,,98.0,,29.0,6.0
4Closed,,2.7,224456,,,91.0,,23.0,7.0
Hell Baby,,2.9,205153,,,94.0,,31.0,5.0
Poseidon Rex,,1.2,227384,,,79.0,,51.0,11.0
The Wicked,,2.5,219840,,,105.0,,24.0,5.0
Bad Behavior,,1.6,224479,,,83.0,,27.0,7.0
Restless Virgins,,3.0,223597,,,90.0,,60.0,8.0
Robocroc,,1.7,229061,,,84.0,,22.0,6.0
End of the World,,2.2,222054,,,90.0,,24.0,5.0
Heatstroke,,2.0,229686,,,92.0,,51.0,7.0
The Cheating Pact,,3.5,228502,,,85.0,,23.0,5.0
Haunt,,2.6,216770,,,89.0,,29.0,7.0
Freezer,,2.9,217688,,,86.0,,24.0,5.0
Gone Missing,,2.9,224971,,,90.0,,38.0,8.0
Garage Sale Mystery,,3.2,227231,,,120.0,,21.0,5.0
Hunt for the Labyrinth Killer,,2.5,227901,,,87.0,,17.0,5.0
John Wick,2.9,3.7,221387,34745000.0,2014-10-29,101.0,15.0,12584.0,781.0
Interstellar,3.8,4.5,114782,166800000.0,2014-11-05,169.0,40.0,78841.0,4226.0
A Walk Among The Tombstones,3.3,3.1,195649,20830290.0,2014-10-15,114.0,13.0,3074.0,288.0
The Hunger Games - Mockingjay : Part 1,3.0,3.4,200088,329540446.0,2014-11-19,123.0,24.0,32497.0,1196.0
Gone Girl,4.0,4.3,217882,162834542.0,2014-10-08,149.0,35.0,42034.0,2011.0
Fury,3.3,4.1,218759,79200000.0,2014-10-22,134.0,20.0,23135.0,1064.0
The Imitation Game,3.4,4.3,198371,83883539.0,2015-01-28,115.0,32.0,32510.0,1002.0
RoboCop,2.6,2.9,138376,51210000.0,2014-02-05,117.0,13.0,8471.0,984.0
Divergent,2.5,3.6,195022,145024000.0,2014-04-09,139.0,19.0,33424.0,1499.0
Whiplash,4.1,4.4,225953,639732.0,2014-12-24,107.0,30.0,32239.0,1137.0
Godzilla,3.5,2.8,179616,194915000.0,2014-05-14,123.0,20.0,25096.0,1865.0
The Maze Runner,3.4,3.6,188550,90837000.0,2014-10-15,114.0,22.0,37988.0,1469.0
The Equalizer,3.1,3.9,182873,89170000.0,2014-10-01,132.0,15.0,11546.0,821.0
The Fault In Our Stars,2.8,4.1,218926,98728000.0,2014-08-20,125.0,22.0,21459.0,1173.0
Exodus: Gods And Kings,3.2,2.9,208430,52517000.0,2014-12-24,150.0,30.0,7844.0,855.0
Wild,3.0,3.8,216316,16364000.0,2015-01-14,116.0,22.0,3631.0,258.0
Birdman,4.0,3.8,216633,18919810.0,2015-02-25,119.0,40.0,20303.0,931.0
Non-Stop,2.9,3.7,196467,88138000.0,2014-02-26,106.0,17.0,10251.0,1058.0
It Follows,4.4,3.5,228463,11717669.0,2015-02-04,100.0,29.0,6626.0,716.0
Ex Machina,3.3,3.9,219931,19566000.0,2015-06-03,108.0,24.0,8673.0,507.0
Nightcrawler,3.8,4.1,222858,25000000.0,2014-11-26,117.0,25.0,17621.0,865.0
Guardians Of The Galaxy,3.8,4.2,196604,323331487.0,2014-08-13,121.0,27.0,48345.0,2069.0
Edge Of Tomorrow,3.5,4.0,185030,90870000.0,2014-06-04,113.0,28.0,32101.0,1647.0
The November Man,2.7,2.9,109544,22545639.0,2014-10-29,108.0,22.0,2206.0,213.0
Unbroken,3.0,4.0,216918,108506000.0,2015-01-07,137.0,21.0,7491.0,530.0
Dawn of the Planet of the Apes,3.6,3.9,206986,197768156.0,2014-07-30,131.0,33.0,31122.0,1747.0
Maleficent,3.6,3.7,201429,228303448.0,2014-05-28,97.0,11.0,23823.0,1331.0
Deliver Us From Evil,2.4,3.3,212263,25052099.0,2014-09-03,119.0,20.0,3182.0,346.0
Sex Tape,2.2,1.8,205321,33908000.0,2014-09-10,95.0,26.0,3644.0,296.0
Noah,3.0,2.6,194938,93274000.0,2014-04-09,138.0,27.0,10899.0,1224.0
Tusk,,2.2,222942,,2015-03-11,102.0,,716.0,112.0
I Origins,3.0,4.0,221216,1301.0,2014-09-24,106.0,11.0,2814.0,181.0
Réalité,3.6,3.6,204027,84641.0,2015-02-18,95.0,32.0,3532.0,283.0
Boyhood,4.0,4.2,226260,255010.0,2014-07-23,165.0,25.0,6192.0,538.0
The Judge,2.6,4.0,215680,39513928.0,2014-10-22,141.0,22.0,4148.0,333.0
