adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
False,/7PkLXkdf4Orxn2VKyasyUjvrDzY.jpg,,0.0,Documentary,,247702.0,tt2066934,it,No,"A little girl with beautiful hair. She loves movies and wants to become an actress. She is being told about the plot of a movie that she is going to play: ""A friend is jealous about her hair and cuts it when she is asleep."" The girl rejects playing the role. Then she is then told that she can play the jealous girl but she again rejects the role.",1.4,/unCd1bU1X8Quybt8HCUd3E4QOvv.jpg,Zadig Productions,France,2010-10-14,0.0,9.0,Italiano,Released,,No,False,4.6,5.0,10.0,2010.0,no,['Abbas Kiarostami']
False,,,20000.0,,,924024.0,,en,no,"""Occupying the Megalopolis"" explores the use of public spaces in a Mega-city. Fine Artists, political protesters, immigrant squatters and many more band together against commercial interests and the state to defend their ancestral right to collectively take back public space in Mexico City.",0.6,,,,,0.0,0.0,,Released,,no,False,0.0,0.0,,,no,
False,,,0.0,,,975779.0,tt15544492,en,No,"After inviting her friend to crash at her place, an agreeable girl learns that some invitations can be misinterpreted.",0.6,/5oNpkIiCJDYF8JY8SmNezHGDYCq.jpg,,,,0.0,8.0,English,Released,,No,False,0.0,0.0,,,no,['Laura Stubbs']
False,,,0.0,"Action, Comedy",,847386.0,,en,no,no,1.09,,,,,0.0,90.0,,In Production,,no,False,0.0,0.0,,,no,
False,/wgPJbZBgs14aV4D75F2F6ABHDiQ.jpg,,0.0,,,1112984.0,,en,no,A man walks in a forest,1.09,/A5J7yolDZguCiAocMdxJ31je4wD.jpg,,France,,0.0,12.0,,Canceled,,no,False,0.0,0.0,,,no,
False,,,5.0,,,672053.0,,en,No!,"A young college student, Hayden (Demi Matthews), gets in a bad situation with bad intentioned Desiree (Joni Brummett). When he tries to consult his friends, they don't react well and he starts to feel lost and alone. As Hayden navigates through life, he meets Tessa (Katherine Pudish), who comforts him and helps him get through his problems.",0.6,,,,,0.0,0.0,,Released,,No!,False,0.0,0.0,,,no,['Lidya Ayenew']
False,,,0.0,,,910608.0,,en,NOAH,,1.106,/3k1BvqYGUeITukTRnJVNAsGnPeM.jpg,,,2020-12-01,0.0,4.0,,Released,,NOAH,False,0.0,0.0,12.0,2020.0,noah,['Mishka Kornai']
False,/9p2kw93PrySRgjAGDAsv4Dlptm5.jpg,,3000.0,"Thriller, Horror",,756239.0,tt13323456,fr,Noah,"When a father and son come face to face with two old sectarian psychopaths, running for their lives will be their only option where survival instinct and filial love will be pushed to the limit.",1.96,/mecrnA0p94EHHTkYP1m1fDphuiB.jpg,EICAR,France,2020-10-15,0.0,14.0,Français,Released,,Noah,False,8.5,2.0,10.0,2020.0,noah,['Enzo Croisier']
False,/m7SIGWJWVjzKJ6KcCi8tzjO2qdo.jpg,,0.0,"Family, History",https://www.fathomevents.com/,577313.0,tt10175340,en,Noah,"Travel with Noah as he fulfills God’s wish, even amidst seemingly impossible odds and the scrutiny of onlookers. The Bible comes to life in jaw-dropping scale as Noah leads live animals inside the Ark – with set design towers four stories above the stage!",1.603,/uNVZ4ZZ5DgO9V0ylUCnP05iKJsq.jpg,"Sight & Sound Theatres, Virgil Films",United States of America,2019-04-09,0.0,130.0,English,Released,,Noah,True,10.0,1.0,4.0,2019.0,noah,
False,,,0.0,Drama,,1169005.0,tt9081414,nl,Noah,,1.4,/5BsC3Vktt2DCg8ZYdK0dncetnw2.jpg,,,2018-11-30,0.0,0.0,,Released,,Noah,True,0.0,0.0,11.0,2018.0,noah,['Karima Elba']
False,,,0.0,Comedy,,409147.0,tt4448888,en,Noah,"Slowly being drained of funding, resources and manpower; an elite group of Angels are brought together by their formidable boss to brainstorm the most cheap and efficient way to eradicate the human population from Planet Earth for the greater good.",0.6,,,,2015-03-04,0.0,12.0,,Released,,Noah,False,0.0,0.0,3.0,2015.0,noah,['Tel Benjamin']
False,,,0.0,"Documentary, Fantasy",http://www.noahthemovie.com/,355462.0,tt3507142,en,Noah,"In the time of Noah, people were going about their daily lives, not mindful of the impending destruction. Like them, are we ignoring warnings of God's coming judgment?",1.375,,"Trinity Broadcasting Network, Living Waters Productions",United States of America,2014-03-25,0.0,30.0,English,Released,,Noah,False,7.5,2.0,3.0,2014.0,noah,['Ray Comfort']
False,/5z75Q6nqgwgYfpMB9fVHQcw9gMz.jpg,,125000000.0,"Drama, Adventure",,86834.0,tt1959490,en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,35.255,/trtD17IqSWV9Nbn4OILztc9GuCX.jpg,"Paramount, Regency Enterprises, Protozoa Pictures",United States of America,2014-03-07,362600000.0,138.0,English,Released,The end of the world is just the beginning.,Noah,False,5.7,5903.0,3.0,2014.0,noah,['Darren Aronofsky']
False,/1bMEIfLx9WhrNy0teBkVg42jL7U.jpg,,300.0,Drama,,215908.0,tt3001186,en,Noah,"In a story that plays out entirely on a teenager's computer screen, Noah follows its eponymous protagonist as his relationship takes a rapid turn for the worse in this fascinating study of behavior (and romance) in the digital age.",1.96,/qY2vwXELGgzwgsrTJgUOynblTiQ.jpg,Toronto Metropolitan University,Canada,2013-09-09,0.0,18.0,English,Released,,Noah,False,7.2,19.0,9.0,2013.0,noah,"['Walter Woodman', 'Patrick Cederberg']"
False,,,0.0,,,836160.0,tt5309314,en,Noah,"In a world overcome by wickedness, one faithful man builds an ark to save his family and the earth's animals from an approaching calamity.",1.4,,,,,0.0,30.0,,Released,,Noah,False,0.0,0.0,,,noah,['Stan Severance']
False,/6zbKgwgaaCyyBXE4Sun4oWQfQmi.jpg,Nobody Collection,17000000.0,"Action, Thriller",https://www.nobody.movie,615457.0,tt7888964,en,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",66.486,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,"87North Productions, Odenkirk Provissiero Entertainment, Eighty Two Films",United States of America,2021-03-18,61779301.0,92.0,"English, Pусский, Español",Released,Never underestimate a nobody,Nobody,False,8.003,6373.0,3.0,2021.0,nobody,['Ilya Naishuller']
False,,,39.0,"Drama, Horror, Science Fiction",https://instagram.com/p/BO_wEdWB8lp/,433826.0,,en,Nobody,"lights off, walk out, light on, nobody",0.6,,,,2016-12-27,0.0,21.0,English,Released,nobody,Nobody,True,10.0,1.0,12.0,2016.0,nobody,['thomas antrim']
False,,,0.0,,,837008.0,,en,Nobody,"A strange old man lives in an illegally-built suite on top of a building. One day, a girl named Zhen-zhen breaks into the place and finds a way to spy on him through the window. With more frequent visits, neighbors begin to suspect that the old man is hiring prostitutes. Zhen-zhen's mother begubs to worry whether her daughter is with the old man. Misunderstandings and rumors between Zhen-zhen and the old man are intensified, but more scandalous secrets in her family are revealed.",0.6,,,,,0.0,83.0,,Released,,Nobody,False,7.0,1.0,,,nobody,
False,,,0.0,,,1193153.0,tt2148384,en,Nobody,A short 'fictional narrative' film focused on a psychologically disturbed boy named Eli Everson who documents his day in POV-style with a handheld video camera.,0.84,,,,,0.0,9.0,,Released,Nobody was listening to me.,Nobody,False,0.0,0.0,,,nobody,['Eli Hayes']
False,/y3TtIBcn3jEKt1Acy1E0MNyS3fH.jpg,,19000000.0,"Comedy, Romance",,514619.0,tt8097306,en,Nobody's Fool,"After serving five years in prison, wild child Tanya looks to her buttoned-up, by-the-book sister Danica to help her get back on her feet. The feisty ex-con becomes suspicious and concerned when Danica tells her that she's in a long-distance, online relationship with a mysterious man she's never seen. As the polar opposites start to collide, Tanya soon discovers that her sibling's picture-perfect life may not be what it seems.",21.893,/2VTHRTwLlnFDlNUxc8MEeFwCQTm.jpg,"Paramount Players, BET Films, Tyler Perry Studios",United States of America,2018-10-31,29200000.0,110.0,English,Released,She shows up. Everything blows up.,Nobody's Fool,False,6.162,271.0,10.0,2018.0,nobodysfool,['Tyler Perry']
False,/3a4fc1Qjqf14kbnD3UqaoP4xI1M.jpg,,0.0,Drama,,670981.0,tt10366574,es,Noche de fuego,"In a mountain town, where corn and poppies grow, the girls wear boyish haircuts and have hiding places underground to escape the threat of being stolen. Ana and her two best friends grow up together, affirming the bonds of their friendship and discovering what it means to be women in a rural town marked by violence. Their mothers train them to flee death, to escape those who turn them into slaves or ghosts. They create their own impenetrable universe, but one day one of the girls doesn’t make it to her hiding place in time.",12.58,/kb0IrVB4bDzBilRNpDv1OPMCs3u.jpg,"Pimienta Films, The Match Factory, Louverture Films, Jaque Content, Desvia Produções, Cactus Film & Video, Bord Cadre Films","Argentina, Brazil, Germany, Qatar, Mexico, United States of America, Switzerland",2021-09-16,0.0,110.0,Español,Released,Find the light in the darkness.,Prayers for the Stolen,False,7.7,119.0,9.0,2021.0,nochedefuego,['Tatiana Huezo']
False,/uV804h1FKSXza63XRsuuy4AMhVT.jpg,,22500000.0,"Drama, Thriller",http://www.focusfeatures.com/nocturnalanimals,340666.0,tt4550098,en,Nocturnal Animals,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",47.215,/mdLDgQBD0va09npSQX5Zgo2evXM.jpg,"Universal Pictures, Focus Features, Artina Films, Fade to Black Productions",United States of America,2016-11-04,29300000.0,117.0,English,Released,When you love someone you can't just throw it away.,Nocturnal Animals,False,7.443,7275.0,11.0,2016.0,nocturnalanimals,['Tom Ford']
False,,,5000.0,Animation,,842327.0,,en,NOCTURNE,This abstract animated art film is created as a reflection of the current state affairs after one year of pandemic. Created as a rite of spring with renewal an rejuvenation core to the spirit of human endeavor.,0.6,,,,2021-04-01,0.0,22.0,,Released,,NOCTURNE,False,0.0,0.0,4.0,2021.0,nocturne,['Mark Chavez']
False,/zwB70O5riBoGEvAE2SAQ9Y6K4rN.jpg,,0.0,"Horror, Mystery, Thriller, Music",https://www.amazon.com/dp/B08DX8TX8R/,643550.0,tt11044858,en,Nocturne,"Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.",27.097,/zJNFiWBGYSMbfTAk6Ygqdj6Rahq.jpg,"Blumhouse Productions, Blumhouse Television",United States of America,2020-10-13,0.0,90.0,English,Released,The great reach their potential. The mad surpass it.,Nocturne,False,5.892,384.0,10.0,2020.0,nocturne,['Zu Quirke']
False,/4uc8YODwXipQBv0Va7SfklBSqKF.jpg,,350000.0,Drama,,574344.0,tt6424724,nl,Nocturne,"On the very eve of shooting his debut film, a harried young director struggles to balance fiction and reality as he spends one fever dream of a night searching for the inspiration that eludes him.",1.96,/oQFGf23bxHlzJ69IzfT6mOh7FaA.jpg,"Maniak Film, A Private View","Belgium, Netherlands",2019-05-09,0.0,80.0,Nederlands,Released,,Nocturne,False,5.8,4.0,5.0,2019.0,nocturne,['Viktor van der Valk']
False,/vor5kcijD6XIwXpIPRnjlTGJ6rk.jpg,,0.0,Drama,https://www.netflix.com/title/80987558,615254.0,tt8196372,xx,Nocturne,"After the last student has gone for the night, The New Ballet School comes alive. No one has ever seen what happens in that empty old school building, but one can imagine it is a spectacle discorporate from both time and space.",0.6,/lStEjCGduBHPnXPURoU2fi4UFqR.jpg,,United States of America,2018-02-18,0.0,11.0,No Language,Released,,Nocturne,False,5.0,3.0,2.0,2018.0,nocturne,"['Sean Michael Williams', 'Andy Schuler']"
False,/yMPtCI5E4Jx5fVcBVoSe54i9KVC.jpg,,0.0,"Horror, Thriller",http://www.nocturnefilm.com,422761.0,tt4877606,en,Nocturne,A girl running from her past is forced to confront her future when her friends perform an impromptu seance. Dirty secrets are revealed and an uninvited guest joins the party.,3.184,/xfRKqwGSl8i7MMJ0Qt5BmnCi9nk.jpg,"Petty Cash Pictures, Escapology",United States of America,2017-07-25,0.0,91.0,English,Released,Hell hath no fury like a demon scorned.,Nocturne,False,5.7,18.0,7.0,2017.0,nocturne,['Stephen Shimek']
False,,,0.0,,,844620.0,,en,Nocturne,Percussion quarter,0.6,,,,2017-01-01,0.0,0.0,,Released,,Nocturne,False,0.0,0.0,1.0,2017.0,nocturne,['Mátyás Wettl']
False,,,0.0,Drama,,421377.0,tt5036134,el,Nocturne,Three tortured souls in an underground parking lot; a little girl arrives; a crime is committed and tension keeps rising in this claustrophobic psychological thriller.,2.143,/iZFeXmYudeoc8bxu3fXldFnLuZC.jpg,"Bonafide Films, Boo Productions, EPT","United Kingdom, Greece",2016-09-22,0.0,75.0,"English, ελληνικά",Released,,Nocturne,False,0.0,0.0,9.0,2016.0,nocturne,['Konstantinos Frangopoulos']
False,,,0.0,,http://www.nocturnethemovie.com/,333320.0,tt1434446,en,Nocturne,A sleepwalker is pursued by a young woman who can't sleep.,0.817,/c7KDxBSzsfiRlXgtbY3GEwBQ5bK.jpg,,,2015-03-28,0.0,116.0,,Released,,Nocturne,False,0.0,0.0,3.0,2015.0,nocturne,['Saul Pincus']
False,,,0.0,"Drama, Thriller",,744741.0,tt3662716,de,Nocturne,It would seem to be a night like any other as the projectionist powers down the cinema after the last screening - if it weren't for his increasing certainty that there is something lurking in a corner of the deserted cinema.,0.849,/5O2Iy7KWFW0yqv7Tk3cs6h735s6.jpg,,Switzerland,2014-11-22,0.0,15.0,Deutsch,Released,,Nocturne,False,0.0,0.0,11.0,2014.0,nocturne,['David F. Geiser']
False,,,0.0,Horror,,863597.0,tt10217512,en,Nocturne,"After her date night goes bust, Erin must contend with an unexpected late-night visitor at the door.",0.6,/mSOYOaFbfHxvdYmyvvO8RBv4Ou1.jpg,,,,0.0,13.0,English,Released,,Nocturne,False,0.0,0.0,,,nocturne,['Michael Trainotti']
False,/9kUagP3B5Z0wnTeljdJbrmHCBke.jpg,,0.0,"Family, Comedy, Fantasy",https://disneyplusoriginals.disney.com/movie/noelle,454467.0,tt5097410,en,Noelle,"Kris Kringle's daughter, Noelle, sets off on a mission to find and bring back her brother, after he gets cold feet when it's his turn to take over as Santa.",33.707,/2zHGNWo4vrAzB5ZqQC0e3p4A2lp.jpg,Walt Disney Pictures,United States of America,2019-11-12,0.0,100.0,"English, Français",Released,"Saving Christmas together? Oh, joy.",Noelle,False,6.607,574.0,11.0,2019.0,noelle,['Marc Lawrence']
False,/e3xcYVsoR5dfVM0kq1l0BTkSgzJ.jpg,,5000000.0,Thriller,,192141.0,tt1781922,en,No Escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",31.794,/jIXZEvL4dmgkjyhD5JUDeOaASKB.jpg,"Living Films, Bold Films, Brothers Dowdle Productions, The Weinstein Company",United States of America,2015-08-26,54418872.0,103.0,"Français, English, ภาษาไทย",Released,No rescue. No refuge.,No Escape,False,6.916,2377.0,8.0,2015.0,noescape,['John Erick Dowdle']
False,,,0.0,Science Fiction,,546945.0,tt1971483,en,No Escape,Survival of the fittest in a post-alien invasion London.,1.4,/xqPg1QtNRTd4Air65O1zO5oteEn.jpg,,United Kingdom,2011-04-04,0.0,3.0,English,Released,,No Escape,False,5.0,1.0,4.0,2011.0,noescape,['William McGregor']
False,,,0.0,,,1074138.0,tt11131218,en,No Escape,"A student is all alone in an after school detention room, when the teacher doesn't return, mysterious events take place.",0.6,/zBa4tmXquzN8qG8rTsQmEcDCJB3.jpg,,,,0.0,7.0,,Released,,No Escape,False,0.0,0.0,,,noescape,
False,/7wVwNxxOo6LocwXmha129EwnN7F.jpg,,0.0,"Horror, Thriller, Mystery, TV Movie",,552660.0,tt9099102,en,No Escape Room,A father and daughter check out a small town escape room and discover there is something sinister about the place.,12.361,/yP0mfM0MafLVMD36kgbvZpr9gbz.jpg,MarVista Entertainment,United States of America,2018-10-06,0.0,85.0,English,Released,Solve to survive.,No Escape Room,False,6.2,182.0,10.0,2018.0,noescaperoom,['Alex Merkin']
False,/9d4JxOqt8ihtcYpMLv5w9VmTXbR.jpg,,0.0,"TV Movie, Thriller",http://www.incendo.ca/productions/no-good-deed,648371.0,tt10919974,en,No Good Deed,"Karen never planned on being a hero. A recent widow, she has her hands full with work and parenting her son Max. Then Karen saves Jeremy's life during a drug store robbery and quickly discovers that the young man is intent on paying her back at any cost. At first, life starts improving for this good Samaritan, but as Jeremy's efforts become more extreme, Karen starts to wonder if no good deed truly goes unpunished.",5.811,/27BnREBR5rcMrUVUhV5bTXlcCym.jpg,Incendo Productions,Canada,2020-03-13,0.0,90.0,English,Released,,No Good Deed,False,6.1,46.0,3.0,2020.0,nogooddeed,['Caroline Labrèche']
False,,,0.0,"Western, Drama",,669797.0,tt9413010,en,No Good Deed,"A father and son must reconcile a fractured relationship during a time of ever-present danger, imposed by an unpredictable and unstable outlaw.",0.6,/eIDlCMHwd4NfEHrbkglyHe7MoDe.jpg,,,2018-12-20,0.0,23.0,,Released,Life isn't as simple as black and white.,No Good Deed,False,0.0,0.0,12.0,2018.0,nogooddeed,['Grant Lafferty']
False,/wRaYu8zCTknQ1YO8v5VPzSzvQSi.jpg,,13200000.0,"Crime, Thriller",http://www.sonypictures.com/movies/nogooddeed/,136835.0,tt2011159,en,No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",28.772,/wcDLqCS70LsPcovieuQrb311Qr1.jpg,Will Packer Productions,United States of America,2014-09-10,53830415.0,84.0,English,Released,First he gets into your house. Then he gets into your head.,No Good Deed,False,5.9,593.0,9.0,2014.0,nogooddeed,['Sam Miller']
False,,,0.0,"Crime, Drama, Thriller",,1051374.0,tt2352666,en,No Good Deed,"When a voice from the past returns asking a favor, Sean Hunt is powerless to resist. But as the stakes raise, Sean quickly finds himself in over his head.",0.6,/6u6a0PsacWECNZzbV9td0TDmIlE.jpg,,United States of America,2012-06-01,0.0,9.0,English,Released,,No Good Deed,False,0.0,0.0,6.0,2012.0,nogooddeed,['John Redlinger']
False,,,0.0,,,716209.0,tt2865876,en,No Good Deed,,0.843,/qjqLdt7np0r5YOscvFlk4A9t6Wf.jpg,Pure Fiction,Denmark,2012-05-08,0.0,0.0,English,Released,,No Good Deed,False,0.0,0.0,5.0,2012.0,nogooddeed,['Sohail A. Hassan']
False,/fzrhK4dlvoP8Yu2k5klrilvjHdK.jpg,,0.0,Comedy,http://www.nolacircus.com,447140.0,tt3349550,en,N.O.L.A Circus,"In this over the top comedy a rivalry between two competing barbershops in New Orleans escalates dramatically, sending the lives of the owners, their families, and their friends spiraling out of control.",2.955,/iYwrcr3y5s3oBL9EUJT3amQYLa2.jpg,"Nola Circus Production, The illicit Producers","France, United States of America",2017-04-25,0.0,86.0,English,Released,Love is in the hair.,N.O.L.A Circus,False,5.0,2.0,4.0,2017.0,nolacircus,['Luc Annest']
False,/bjjZXrP8PEdFeJkKERc62xlarMI.jpg,,5000000.0,Drama,https://www.searchlightpictures.com/nomadland,581734.0,tt9770150,en,Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",40.197,/8Vc5EOUEIF1EUXuX9eLFf7BvN3P.jpg,"Cor Cordium Productions, Hear/Say Productions, Highwayman Films",United States of America,2021-01-29,14784114.0,108.0,English,Released,See you down the road.,Nomadland,False,7.234,2716.0,1.0,2021.0,nomadland,['Chloé Zhao']
False,,,0.0,,,1141511.0,,en,Nomadland,Music video for song Nomadland by Romanie. Screened at Fantastic Film Fest and Space Brains SciFi Film Fest.,0.6,,,,,0.0,5.0,,Released,,Nomadland,False,0.0,0.0,,,nomadland,
False,/cRAvKRY5S84T4cO08I05QeVGBBk.jpg,,0.0,"Crime, Drama, Thriller, History",,716594.0,tt13507778,en,No Man of God,The complicated relationship that formed between the FBI analyst Bill Hagmaier and serial killer Ted Bundy during Bundy's final years on death row.,17.713,/jJzmSlNorOu6yvHSjXoF0bBcx17.jpg,"XYZ Films, Company X, SpectreVision",United States of America,2021-08-19,0.0,100.0,English,Released,,No Man of God,False,6.6,246.0,8.0,2021.0,nomanofgod,['Amber Sealey']
False,/7UOWJEhNbePQeGSaVn9PvcRaujX.jpg,,50000000.0,"Action, Thriller, Mystery",,225574.0,tt2024469,en,Non-Stop,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",51.383,/Nkgaj3X0W2jHQ1TzHEgWFpN3kJ.jpg,"TF1, StudioCanal, Silver Pictures, Anton Capital Entertainment, LOVEFiLM International, Canal+, TF1 Films Production, Universal Pictures","Canada, France, United Kingdom, United States of America",2014-02-26,222800000.0,106.0,"English, Deutsch",Released,The hijacking was just the beginning,Non-Stop,False,6.812,5065.0,2.0,2014.0,nonstop,['Jaume Collet-Serra']
False,,,0.0,"TV Movie, Drama, Mystery, Thriller",http://www.mylifetime.com/movies/non-stop,240913.0,tt2857160,en,Non-Stop,"Mysterious emotional thriller about a woman who, after being left at the altar, has a brief liaison with a handsome stranger on a plane which ultimately puts her – and everyone else on the flight – in terrible danger.",13.132,/kz2atIxRB7ploMwoHiIOsASph34.jpg,Check Entertainment,United States of America,2013-11-29,0.0,90.0,English,Released,,Non-Stop,False,5.8,28.0,11.0,2013.0,nonstop,['Richard Gabai']
False,/hoZHoGRC44auu2rc0smBtMMxsR7.jpg,,2900000.0,"Horror, Thriller",http://noonelivesthemovie.com/,123109.0,tt1763264,en,No One Lives,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,28.34,/dmO5x4STbulw9BlZaVRQF3tHg3t.jpg,"Pathe, WWE Studios, Milk & Media, Constance Media",United States of America,2013-03-09,74918.0,86.0,English,Released,No one runs. No one escapes.,No One Lives,False,5.9,563.0,3.0,2013.0,noonelives,['Ryûhei Kitamura']
False,/fholWbGw5EXFx6moe6hG9dAt358.jpg,,0.0,"Comedy, Thriller, Drama",,369697.0,tt4191702,en,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,A financial schemer finds himself in the middle of an international scandal after he becomes a political adviser to the new Prime Minister of Israel.,13.276,/2pVxTxpFZafeGcbx2c5M6TSxJgT.jpg,Lightstream Pictures,"Israel, United States of America",2016-04-14,3814868.0,117.0,"עִבְרִית, English",Released,,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,False,5.5,175.0,4.0,2016.0,normanthemoderateriseandtragicfallofanewyorkfixer,['Joseph Cedar']
False,/bqBtjT11WMPaX6RY6jkGBFz2HfS.jpg,Norm of the North Collection,7000000.0,"Adventure, Animation, Comedy, Family",https://www.lionsgate.com/movies/norm-of-the-north,276905.0,tt1594972,en,Norm of the North,"Polar bear Norm and his three Arctic lemming buddies are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",19.477,/ouaoVSV7aOSWTNnQ9iDA1jw0pgg.jpg,"Lionsgate, Splash Entertainment, Telegael, Assemblage Entertainment, Mandate International, Yang Yang Pictures","China, India, Ireland, United States of America",2016-01-14,17062499.0,86.0,English,Released,Bear to be different,Norm of the North,False,4.7,319.0,1.0,2016.0,normofthenorth,['Trevor Wall']
False,,,0.0,Animation,,774541.0,,en,No Strings Attached,Team mates Carlos Sainz and Lando Norris look back at some memorable moments from the past,0.6,/2C3PvfX2Dog3hhalBjkrpQSPBoV.jpg,,United Kingdom,2020-12-09,0.0,16.0,English,Released,,No Strings Attached,False,0.0,0.0,12.0,2020.0,nostringsattached,['Henrik Ringnér']
False,,,0.0,,,746887.0,tt10933338,en,No Strings Attached,A man has problems attaching emotionally with people and that tales a dark in his life.,0.6,/7mjvACe9zegQh9xTwx9ySBrbhfA.jpg,,,2019-09-07,0.0,7.0,,Released,,No Strings Attached,False,0.0,0.0,9.0,2019.0,nostringsattached,['Victor Soares']
False,/qOsmDnfVuhd94h4e2Wm4ECjZLKR.jpg,,0.0,Drama,,527559.0,,en,No Strings Attached,"A grieving husband, an orphan who depends on his sugar mummy and a commitment phobe career woman fight to break free from the shackles of their past that keep them from truly being happy in life.",0.71,/ferB1jHALHp4puNstgiVmneRZnL.jpg,The Scriptshop Productions,,2016-07-21,0.0,103.0,,Released,,No Strings Attached,False,0.0,0.0,7.0,2016.0,nostringsattached,['Kabat Esosa Egbon']
False,/tlbGPwXp2eWZaijWqYXiHYwKuF8.jpg,,25000000.0,"Comedy, Romance",http://www.nostringsattachedmovie.com/,41630.0,tt1411238,en,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",36.022,/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,"Katalyst Films, The Montecito Picture Company, Handsomecharlie Films",United States of America,2011-01-21,149200000.0,107.0,English,Released,Friendship has its benefits.,No Strings Attached,False,6.289,4423.0,1.0,2011.0,nostringsattached,['Ivan Reitman']
False,,,0.0,"Drama, Fantasy",,1059796.0,tt7416088,en,No Strings Attached,Working life has got him feeling like a puppet on a string.,0.6,,,,,0.0,11.0,,Released,,No Strings Attached,False,0.0,0.0,,,nostringsattached,['Lukas Buys']
False,,,0.0,,,531580.0,tt5715042,en,No Strings Attached,Short drama written and directed by Jake Hunsicker,0.6,,,,,0.0,0.0,,Released,,No Strings Attached,False,0.0,0.0,,,nostringsattached,
False,/ok7RdHhVngnwkvKj09tvtOvypG.jpg,,0.0,"Crime, Drama, Mystery",https://www.max.com/movies/no-sudden-move/d029e9cd-9030-4ac1-b897-7d1dc22b7ad3,649409.0,tt11525644,en,No Sudden Move,A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.,26.375,/34BmdJkdvRweC3xJJFlOFQ2IbYc.jpg,"Warner Bros. Pictures, HBO Max",United States of America,2021-06-24,0.0,115.0,English,Released,Trust is a setup.,No Sudden Move,False,6.386,608.0,6.0,2021.0,nosuddenmove,['Steven Soderbergh']
False,/szOA2o6ztv7wrKp8UOWDGr4Hfv0.jpg,,20000000.0,Drama,,128270.0,tt1230215,en,Not Fade Away,"Set in suburban New Jersey in the 1960s, a group of friends form a rock band and try to make it big.",6.483,/qHYG8V2L4mjQSOiTFG6jheMXZOo.jpg,"Paramount Vantage, Indian Paintbrush, Chase Films, Gran Via Productions, The Weinstein Company",United States of America,2012-12-21,610792.0,112.0,English,Released,there is no past no future either. just the Now--,Not Fade Away,False,5.6,64.0,12.0,2012.0,notfadeaway,['David Chase']
False,,,0.0,Drama,,590005.0,tt10057866,en,Not Fade Away,"A woman born with a rare genetic mutation which caused her to lose her sight and hearing over time, beat the odds and expectations of her prognosis.  Based on the memoir ""Not Fade Away: A Memoir of Senses Lost and Found"", written by Rebecca Alexander.",1.881,,"Annapurna Pictures, Sunday Night, Forest Hill Entertainment",United States of America,,0.0,0.0,English,Planned,,Not Fade Away,False,0.0,0.0,,,notfadeaway,
